Sport	State	CaptureDevice	Lat	Lon	DateTaken
hockey	Oklahoma	canon	36.152611	-95.995026	1264892387000
baseball	Wisconsin	canon	43.030062	-87.975854	1215805216000
running	NewYork	other	40.774643	-73.975045	1309081912000
extreme	DistrictofColumbia	canon	38.891258	-77.026098	1361098799000
running	Georgia	sony	33.766652	-84.338264	1380368528000
extreme	Arkansas	nikon	34.21913	-93.102221	1340521851000
baseball	California	other	34.073748	-118.240313	1243451422000
hockey	Massachusetts	canon	42.346682	-71.097217	1263050319000
extreme	California	other	32.693132	-117.278451	1202643637000
baseball	Michigan	nikon	43.040557	-85.659681	1333951978000
extreme	California	canon	36.673866	-121.762386	1282469184000
football	Illinois	canon	42.037833	-88.061834	1318622910000
extreme	California	canon	32.850245	-117.271435	1302362859000
cycling	Connecticut	sony	41.692142	-72.861156	1174726399000
baseball	California	nikon	37.751935	-122.201163	1341298896000
extreme	California	nikon	34.012333	-118.311	1344783030000
basketball	RhodeIsland	sony	41.6385	-71.484	1306068015000
football	Arkansas	canon	34.811624	-92.465229	1284752983000
lacrosse	Pennsylvania	nikon	40.723952	-76.189195	1379724774000
basketball	California	canon	33.885433	-118.096659	1224874264000
extreme	Georgia	panasonic	33.755726	-84.622276	1366556325000
running	California	canon	34.015672	-118.496196	1269158349000
basketball	SouthCarolina	sony	32.856436	-79.916342	1322939081000
running	California	panasonic	34.222358	-118.45192	1341086561000
running	NewYork	nikon	40.793688	-73.95502	1244887319000
soccer	Arkansas	other	35.775111	-91.625761	1347715245000
soccer	Michigan	nikon	43.009986	-83.717998	1287242439000
extreme	California	other	38.93274	-119.950565	1070236800000
lacrosse	Wisconsin	canon	43.069851	-89.412692	1155418100000
hockey	California	canon	34.043325	-118.267049	1338998256000
hockey	Connecticut	other	41.760044	-72.61877	1298149819000
football	NorthCarolina	nikon	35.907641	-79.046888	1333804275000
extreme	Missouri	canon	38.595273	-92.304983	1151109442000
baseball	NewHampshire	canon	43.334004	-70.989343	1277489375000
soccer	Indiana	apple	39.957471	-85.957107	1286724264000
extreme	Michigan	canon	41.801422	-86.748433	1323507665000
soccer	Arkansas	canon	36.17089	-94.155267	1310201500000
hockey	Massachusetts	nikon	42.358718	-71.096713	1358689376000
football	Washington	nikon	47.600744	-122.034265	1289072283000
extreme	California	nikon	39.29805	-120.386353	1324907849000
football	Pennsylvania	sony	40.811405	-77.857832	1163265337000
extreme	Vermont	other	44.882315	-72.603538	1135443036000
extreme	Washington	other	47.607161	-122.313795	1146280613000
running	NewYork	sony	40.747793	-73.952665	1289146071000
football	Minnesota	canon	44.96498	-93.238595	1224341790000
extreme	Colorado	canon	39.467888	-106.058068	1167737753000
extreme	Wisconsin	canon	43.813747	-91.257033	1215268799000
basketball	Massachusetts	sony	42.252333	-71.823834	1298220478000
baseball	Pennsylvania	sony	39.959057	-75.995073	1273516976000
extreme	NewYork	other	40.671947	-73.96305	1004810774000
extreme	California	sony	37.798366	-122.480499	1359236967000
extreme	Florida	other	28.371511	-81.515861	1166017638000
golf	NewHampshire	nikon	43.706701	-72.289127	1182013023000
baseball	California	nikon	37.77819	-122.390103	1343514472000
running	Pennsylvania	apple	39.954666	-75.179733	1285430740000
football	DistrictofColumbia	canon	38.890022	-77.025985	1228569650000
extreme	California	canon	37.809904	-122.475843	1263789792000
baseball	Maryland	other	39.701809	-77.330564	1120296197000
extreme	Arkansas	other	35.792927	-91.616052	1196523619000
extreme	California	nikon	39.451713	-120.289795	1312883707000
hockey	DistrictofColumbia	nikon	38.897896	-77.021053	1208899326000
baseball	DistrictofColumbia	nikon	38.872934	-77.007615	1246656966000
baseball	Arkansas	other	35.773192	-91.621491	1190282417000
extreme	Alabama	canon	32.92578	-85.851374	1183462175000
soccer	Minnesota	canon	44.968395	-93.165392	1223134823000
extreme	NewYork	other	40.869716	-73.927431	1233052426000
extreme	Indiana	canon	39.467325	-87.400907	1188604800000
extreme	Wisconsin	other	43.047016	-89.381589	1223828329000
basketball	California	canon	37.484427	-122.236504	1240139613000
hockey	NewYork	nikon	40.767872	-73.963952	1274565433000
cycling	Pennsylvania	canon	40.028969	-75.220336	1181467576000
cycling	NorthCarolina	other	35.066383	-78.842535	1149321317000
basketball	Arkansas	nikon	35.308296	-93.917419	1355164469000
running	California	canon	34.040196	-118.270225	1278151819000
extreme	Texas	panasonic	30.218767	-97.771293	1290962782000
cycling	NorthCarolina	other	35.592735	-82.547718	1346921847000
basketball	Arkansas	other	35.776234	-91.625257	1378235345000
basketball	Virginia	nikon	36.839394	-76.000885	1291830654000
running	Massachusetts	nikon	42.353536	-71.054212	1318785495000
basketball	Arkansas	other	35.776204	-91.625365	1199996570000
basketball	Arkansas	nikon	35.308497	-93.917484	1353097455000
cycling	Michigan	other	42.503063	-83.172383	1282386819000
running	Indiana	canon	40.432428	-86.916038	1298736047000
running	DistrictofColumbia	canon	38.921806	-77.036154	1338753834000
running	California	other	37.776439	-122.394454	1204301227000
extreme	California	other	37.86801	-122.436618	1208177363000
golf	NewYork	nikon	43.738514	-74.913175	1151780186000
extreme	California	sony	32.874216	-117.131284	1160828046000
extreme	NewHampshire	nikon	43.358398	-71.463729	1282473923000
soccer	Texas	apple	30.117297	-97.87375	1381242004000
football	Kansas	nikon	38.781086	-95.653023	1221857534000
lacrosse	Pennsylvania	nikon	39.972943	-75.192049	1275730844000
hockey	Pennsylvania	other	40.517257	-80.148525	1326710177000
extreme	Ohio	nikon	40.175399	-83.045509	1193477164000
baseball	Colorado	other	39.71218	-104.998585	1357406375000
hockey	NewYork	canon	40.749744	-73.847073	1378575644000
golf	Hawaii	canon	21.366933	-157.939796	1294745102000
baseball	Arkansas	other	35.773187	-91.621567	1077983666000
extreme	California	nikon	39.244375	-120.262845	1293279208000
running	Massachusetts	other	42.336426	-71.186925	1398083064000
soccer	NewYork	other	41.289931	-73.812847	1316961569000
extreme	Maryland	canon	39.016916	-76.396822	1373712363000
golf	California	canon	34.022857	-118.352837	1304088509000
cycling	Pennsylvania	nikon	40.587958	-75.392636	1349514522000
cycling	California	canon	36.654415	-121.751092	1361016266000
running	Illinois	canon	41.964659	-87.643089	1222509905000
hockey	NewYork	canon	43.308483	-73.642852	1326570026000
soccer	Virginia	nikon	36.870436	-76.183992	1331390835000
extreme	California	canon	33.48214	-117.671459	1182101912000
basketball	California	other	36.667812	-121.806562	1304798032000
soccer	Massachusetts	sony	42.107166	-71.650501	1317141986000
basketball	Arkansas	other	35.776217	-91.625247	1347300936000
extreme	California	canon	32.579075	-117.130565	1307184170000
running	Virginia	canon	37.522274	-77.404638	1393776798000
extreme	Washington	other	46.678122	-123.748369	1188496605000
extreme	Maine	other	44.094042	-70.22197	1061010392000
cycling	DistrictofColumbia	nikon	38.913752	-76.972273	1352042110000
cycling	Florida	other	30.173253	-85.800905	1289039018000
extreme	NewYork	other	40.751979	-73.83763	1211105923000
baseball	Florida	nikon	27.971283	-82.731664	1267975565000
baseball	Washington	sony	47.671149	-122.192296	1302363644000
baseball	Michigan	nikon	42.341853	-85.150501	1148408446000
extreme	Ohio	nikon	39.10083	-84.515419	1353072879000
football	Florida	canon	28.833055	-82.34	1288433492000
extreme	California	canon	37.333656	-120.47176	1255171097000
baseball	Arkansas	nikon	35.308672	-93.920831	1316683852000
extreme	Maryland	nikon	39.416627	-77.417652	1341409345000
extreme	Ohio	nikon	41.49233	-81.73686	1371997054000
baseball	NewYork	canon	43.262964	-79.063925	1346529355000
extreme	California	nikon	37.763081	-122.434473	1269705856000
running	NewYork	other	40.70601	-74.0131	1328617827000
baseball	Arizona	nikon	33.513035	-111.884513	1226232788000
basketball	Georgia	canon	33.780913	-84.392745	1168455947000
basketball	Michigan	canon	42.261398	-83.752899	1196802887000
basketball	Michigan	other	42.269399	-83.7419	1202577830000
extreme	Georgia	sony	31.859844	-83.930568	1243656570000
football	Arkansas	canon	34.812147	-92.465429	1316718712000
baseball	Illinois	canon	41.999049	-87.710219	1185640694000
extreme	Hawaii	canon	21.353579	-158.130447	1211901519000
running	DistrictofColumbia	canon	38.898765	-77.036604	1343141891000
baseball	Ohio	nikon	40.690596	-82.635812	1369995093000
extreme	Washington	canon	47.636288	-122.274573	1344004603000
cycling	Maryland	other	39.258176	-76.5172	1057238068000
hockey	Illinois	canon	39.824655	-89.652514	1352668111000
baseball	California	canon	33.808066	-117.876627	1394230931000
football	California	canon	34.069467	-118.447455	1249926129000
extreme	California	canon	37.788509	-118.912121	1309021670000
extreme	California	nikon	33.655387	-118.003849	1329147213000
running	California	canon	33.996604	-118.327788	1335539220000
baseball	Wisconsin	canon	43.801502	-87.994887	1309018504000
football	Georgia	canon	32.628191	-83.62922	1190219426000
soccer	California	nikon	37.435016	-122.160705	1309564842000
hockey	Pennsylvania	nikon	40.286556	-76.669131	1192918181000
baseball	Michigan	nikon	42.734942	-84.545706	1116272664000
basketball	Alaska	sony	60.316068	-143.684692	1245238250000
golf	California	panasonic	34.044411	-118.565406	1388402360000
football	NorthCarolina	nikon	36.133161	-80.2568	1193488158000
extreme	California	nikon	36.617893	-121.901916	1315131424000
extreme	Illinois	nikon	40.467551	-89.005758	1298809608000
running	California	canon	37.776998	-122.437005	1315749754000
baseball	Arkansas	other	35.773914	-91.626877	1333462498000
baseball	Illinois	nikon	41.978937	-87.860391	1362230831000
baseball	California	canon	33.724201	-116.305702	1331464891000
baseball	Arkansas	other	35.774119	-91.626459	1366648171000
basketball	Iowa	other	41.663597	-91.554631	1389382242000
baseball	Texas	other	27.774126	-97.391266	1287329679000
cycling	Iowa	nikon	41.622901	-91.546368	1322315018000
basketball	Arkansas	nikon	35.688794	-93.577541	1360266254000
basketball	NewYork	canon	40.750674	-73.993531	1258729433000
extreme	Texas	other	29.306814	-94.767647	1274529552000
extreme	Texas	canon	31.76218	-106.489276	1196872571000
lacrosse	Virginia	nikon	38.866916	-77.047064	1331741961000
hockey	Virginia	canon	37.279747	-79.936094	1221941331000
basketball	NorthCarolina	nikon	35.218977	-80.829205	1276366474000
extreme	Pennsylvania	canon	40.22948	-76.758041	1214508117000
soccer	Minnesota	nikon	45.966991	-94.854669	1193331778000
football	California	nikon	37.434333	-122.161167	1385830872000
extreme	Alaska	nikon	59.590409	-151.153335	1247954153000
extreme	NorthCarolina	canon	35.830792	-78.854681	1178998558000
basketball	Arkansas	nikon	35.3082	-93.917344	1357667708000
baseball	SouthCarolina	nikon	34.305389	-79.992546	1378046195000
basketball	Arkansas	other	35.776195	-91.625332	1321380229000
golf	California	canon	33.927248	-118.097491	1264348394000
extreme	Wisconsin	canon	44.724539	-88.89759	1361111324000
extreme	California	canon	32.849163	-117.275447	1333296526000
soccer	NorthCarolina	apple	35.767666	-78.8175	1300532925000
cycling	NewYork	canon	40.754173	-73.984385	1278863760000
golf	Oregon	other	42.614009	-124.396981	1186935754000
extreme	Texas	canon	33.59021	-101.877776	1141478285000
extreme	Colorado	canon	39.218565	-106.855773	315532823000
extreme	NewYork	other	40.779245	-73.943846	1287860951000
football	Ohio	nikon	41.695734	-81.331468	1378494926000
cycling	Illinois	canon	42.188759	-87.851561	1251540328000
hockey	Oklahoma	canon	36.152611	-95.995026	1261257184000
running	Hawaii	canon	19.435109	-155.231237	1376733061000
extreme	Illinois	canon	42.036253	-87.856013	1254246788000
basketball	Ohio	nikon	39.999487	-83.018746	1260009108000
extreme	Washington	other	46.684864	-121.549644	1185442982000
running	Maine	other	43.897876	-70.176115	1213523619000
basketball	Arkansas	canon	35.247285	-91.72422	1299191792000
extreme	Massachusetts	other	42.368524	-71.115285	410227200000
extreme	Alabama	canon	33.502128	-86.809501	1383294310000
extreme	California	canon	37.721401	-122.422564	1363997464000
hockey	Oklahoma	other	36.070825	-95.867643	1263160625000
extreme	Georgia	nikon	34.961131	-83.390918	1366833992000
extreme	Texas	nikon	30.267082	-97.736984	1256935314000
extreme	Arizona	panasonic	34.552899	-111.189064	1249129665000
hockey	Washington	nikon	47.595239	-122.331712	1303598933000
hockey	Minnesota	nikon	44.984463	-93.273818	1306440313000
extreme	Texas	canon	30.267861	-97.767484	1158516453000
extreme	NorthCarolina	other	35.894999	-75.5875	1373626896000
extreme	Maryland	nikon	39.274673	-76.586616	1276946843000
running	California	other	37.766999	-122.42	1367493123000
baseball	Ohio	other	41.038879	-83.651313	1324285169000
baseball	Iowa	nikon	42.003333	-93.5995	1338830879000
basketball	Arkansas	nikon	35.308515	-93.917489	1295382579000
basketball	California	nikon	32.841555	-116.705124	1224289928000
basketball	Arkansas	nikon	33.09901	-93.656172	1362253286000
hockey	California	nikon	33.807917	-117.876498	1297888665000
running	Virginia	canon	38.856502	-77.049393	1367003101000
extreme	Virginia	canon	37.522274	-77.404638	1382891591000
hockey	Oklahoma	other	36.070825	-95.867643	1263023671000
baseball	Arkansas	canon	34.877274	-91.200406	1318621062000
extreme	California	other	36.435711	-121.919081	1206922977000
extreme	NewYork	other	41.931672	-74.009613	1234058670000
baseball	Pennsylvania	canon	40.287448	-76.671137	1292705861000
hockey	Oklahoma	nikon	35.625122	-97.835655	1174086112000
cycling	Michigan	nikon	42.338308	-82.995872	1338725143000
extreme	NorthCarolina	canon	35.030621	-80.824356	1354957111000
baseball	NewYork	other	40.57457	-73.98439	1247943534000
golf	Pennsylvania	sony	40.101989	-75.459616	1218543216000
baseball	Indiana	other	39.799502	-86.238212	1119037787000
football	Kansas	canon	38.973289	-95.237731	1296407151000
